phase,coeff,train_episode,eval_episode,epsilon,mean_glucose,time_in_range_percent,hypo_steps,hypo_events,severe_hyper_steps,severe_hyper_events,total_bolus_units,total_basal_units,total_insulin_units,sum_zone_reward,sum_insulin_penalty,total_reward,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count
train,0.1,11,-1,0.9802,116.88336648810436,31.59722222222222,85,9,0,0,1680.1999999999998,23.47926199261993,1703.6792619926198,-2035.0,-168.01999999999998,-2203.02,50,58,62,52,66
train,0.1,12,-1,0.9784,82.35972907784483,38.88888888888889,155,7,0,0,1698.4999999999998,23.47926199261993,1721.9792619926197,-3273.0,-169.85,-3442.8500000000004,49,60,53,61,65
train,0.1,13,-1,0.9766,143.69174285754858,71.18055555555556,0,0,0,0,1708.2,23.47926199261993,1731.67926199262,-196.0,-170.82,-366.82000000000005,50,51,57,68,62
train,0.1,14,-1,0.9748,142.42867479798127,27.083333333333332,42,6,0,0,1581.2999999999997,23.47926199261993,1604.7792619926197,-1270.0,-158.13,-1428.13,58,55,65,53,57
train,0.1,15,-1,0.973,187.25030798317573,39.23611111111111,0,0,0,0,1512.6,23.47926199261993,1536.0792619926199,100.0,-151.26,-51.260000000000005,57,69,56,56,50
train,0.1,16,-1,0.9712,276.73958245224753,6.597222222222222,0,0,88,5,1563.2999999999997,23.47926199261993,1586.7792619926197,-1034.0,-156.32999999999998,-1190.3300000000002,58,57,61,59,53
train,0.1,17,-1,0.9694,91.15459285977087,54.861111111111114,81,12,0,0,1466.6999999999998,23.47926199261993,1490.1792619926198,-2259.0,-146.66999999999996,-2405.67,72,57,61,43,55
train,0.1,18,-1,0.9676,157.48614575463978,62.84722222222222,7,2,0,0,1635.9,23.47926199261993,1659.37926199262,-255.0,-163.58999999999997,-418.59000000000003,51,62,56,60,59
train,0.1,19,-1,0.9658,212.66050754714345,11.805555555555555,0,0,0,0,1634.1,23.47926199261993,1657.5792619926199,-132.0,-163.41,-295.40999999999997,60,63,48,48,69
train,0.1,20,-1,0.964,114.00020819349483,70.13888888888889,50,7,0,0,1560.2999999999997,23.47926199261993,1583.7792619926197,-1266.0,-156.03,-1422.03,63,57,52,61,55
train,0.1,21,-1,0.9621999999999999,148.84301212161492,73.26388888888889,12,5,0,0,1621.0,23.47926199261993,1644.47926199262,-214.0,-162.1,-376.1,56,62,53,55,62
train,0.1,22,-1,0.9604,150.48303700502072,93.75,0,0,0,0,1501.8,23.47926199261993,1525.27926199262,174.0,-150.18,23.819999999999993,53,70,69,46,50
train,0.1,23,-1,0.9586,200.99709651887554,29.166666666666668,0,0,0,0,1651.7,23.47926199261993,1675.17926199262,-28.0,-165.17000000000002,-193.17000000000002,55,55,62,51,65
train,0.1,24,-1,0.9568,98.82246564160477,55.90277777777778,100,9,0,0,1467.6999999999998,23.47926199261993,1491.1792619926198,-2316.0,-146.77,-2462.77,63,62,59,59,45
train,0.1,25,-1,0.955,197.3570649796103,36.45833333333333,2,2,4,2,1576.3,23.47926199261993,1599.77926199262,-246.0,-157.63,-403.63,55,64,56,58,55
train,0.1,26,-1,0.9532,249.54168425406695,16.319444444444446,0,0,95,6,1661.5,23.47926199261993,1684.97926199262,-1035.0,-166.14999999999998,-1201.15,64,46,53,58,67
train,0.1,27,-1,0.9514,164.84988457340395,73.61111111111111,0,0,0,0,1526.5,23.47926199261993,1549.97926199262,218.0,-152.65,65.35,64,61,51,59,53
train,0.1,28,-1,0.9496,87.26587031548742,47.22222222222222,100,14,0,0,1506.3,23.47926199261993,1529.77926199262,-2502.0,-150.63,-2652.63,58,68,59,52,51
train,0.1,29,-1,0.9478,205.04431837390828,37.15277777777778,0,0,15,5,1633.1999999999998,23.47926199261993,1656.6792619926198,-113.0,-163.32,-276.32,59,48,61,60,60
train,0.1,30,-1,0.946,123.86322439847862,87.5,2,1,0,0,1521.0,23.47926199261993,1544.47926199262,-542.0,-152.1,-694.1000000000001,52,74,58,54,50
train,0.1,31,-1,0.9442,156.15107840054364,77.43055555555556,0,0,0,0,1472.8999999999999,23.47926199261993,1496.3792619926198,188.0,-147.29000000000002,40.70999999999999,71,57,65,38,57
