baseline,episode,mean_glucose,time_in_range_percent,hypo_count,severe_hyper_count,total_insulin_units,total_reward,episode_length,seed
random_policy,14,165.30368041992188,60.55363321799308,0,0,1676.9999999999952,-221.69999999999973,288,56
random_policy,15,88.53524780273438,61.5916955017301,92,0,1693.1999999999957,-1927.3199999999993,288,57
random_policy,16,150.06886291503906,75.4325259515571,0,0,1589.3999999999965,-98.94,288,58
random_policy,17,104.80400848388672,69.20415224913495,61,0,1632.999999999995,-1288.2999999999988,288,59
random_policy,18,86.23810577392578,52.24913494809689,121,0,1640.2999999999945,-2519.0300000000016,288,60
random_policy,19,120.81128692626953,39.44636678200692,87,0,1635.2999999999959,-2023.5299999999995,288,61
random_policy,20,122.70014953613281,68.5121107266436,43,0,1508.1999999999955,-969.8199999999998,288,62
random_policy,21,200.61981201171875,39.792387543252595,0,21,1555.599999999996,-557.5599999999994,288,63
random_policy,22,129.813720703125,96.88581314878893,2,0,1657.799999999995,47.22000000000003,288,64
random_policy,23,99.19564819335938,37.71626297577855,129,0,1588.2999999999956,-2828.830000000003,288,65
random_policy,24,86.74156188964844,55.017301038062286,78,0,1669.099999999995,-1828.909999999999,288,66
random_policy,25,90.99576568603516,59.86159169550173,69,0,1476.499999999996,-1587.6499999999992,288,67
random_policy,26,133.10903930664062,91.00346020761246,0,0,1619.0999999999945,27.089999999999947,288,68
random_policy,27,89.52962493896484,53.28719723183391,128,0,1532.9999999999961,-2595.3000000000034,288,69
random_policy,28,101.12939453125,76.47058823529412,39,0,1536.4999999999955,-858.6499999999995,288,70
random_policy,29,153.83294677734375,53.97923875432526,3,0,1530.299999999996,-366.0299999999998,288,71
random_policy,30,195.37083435058594,27.335640138408305,0,0,1507.7999999999956,-492.7799999999994,288,72
random_policy,31,117.98446655273438,92.04152249134948,8,0,1474.3999999999955,-111.44000000000013,288,73
random_policy,32,261.2924499511719,5.190311418685121,0,57,1550.099999999996,-1145.009999999999,288,74
random_policy,33,139.5303497314453,72.31833910034602,1,0,1652.6999999999957,-204.2700000000001,288,75
random_policy,34,91.43809509277344,41.86851211072664,102,0,1588.7999999999959,-2372.880000000002,288,76
random_policy,35,58.6761589050293,11.07266435986159,227,0,1536.299999999996,-4812.630000000005,288,77
random_policy,36,111.5160903930664,50.51903114186851,57,0,1749.8999999999949,-1461.9899999999998,288,78
random_policy,37,180.02447509765625,58.8235294117647,0,0,1756.1999999999946,-244.61999999999944,288,79
random_policy,38,174.00791931152344,59.16955017301038,0,0,1666.499999999996,-232.6499999999999,288,80
random_policy,39,185.4501495361328,37.71626297577855,0,0,1625.599999999995,-414.55999999999943,288,81
random_policy,40,92.08395385742188,35.98615916955017,129,0,1634.3999999999958,-2863.4400000000064,288,82
random_policy,41,145.36087036132812,85.12110726643598,8,0,1702.599999999995,-182.25999999999996,288,83
random_policy,42,87.43424224853516,57.43944636678201,62,0,1606.8999999999953,-1540.6899999999991,288,84
random_policy,43,88.93474578857422,57.78546712802768,86,0,1571.4999999999952,-1891.1499999999992,288,85
random_policy,44,92.72167205810547,57.09342560553633,105,0,1634.4999999999955,-2194.4500000000007,288,86
random_policy,45,109.80858612060547,71.62629757785467,45,0,1533.2999999999952,-1029.3299999999997,288,87
random_policy,46,251.80580139160156,0.6920415224913494,0,49,1526.1999999999964,-1117.619999999999,288,88
random_policy,47,87.14311218261719,57.09342560553633,75,0,1570.9999999999945,-1738.0999999999995,288,89
random_policy,48,147.031005859375,79.93079584775087,5,0,1732.8999999999955,-164.2899999999997,288,90
random_policy,49,102.39647674560547,67.1280276816609,82,0,1590.399999999996,-1671.0399999999997,288,91
random_policy,50,195.40968322753906,38.4083044982699,0,1,1584.5999999999956,-412.4599999999994,288,92
random_policy,51,97.11676788330078,67.1280276816609,58,0,1691.9999999999957,-1300.1999999999994,288,93
random_policy,52,166.1186981201172,78.89273356401384,0,0,1531.2999999999959,-48.12999999999993,288,94
random_policy,53,193.1035614013672,37.0242214532872,0,0,1437.6999999999964,-401.7699999999994,288,95
random_policy,54,102.84599304199219,55.70934256055364,78,0,1755.0999999999954,-1786.5099999999998,288,96
random_policy,55,147.9083251953125,52.94117647058823,16,0,1583.899999999995,-620.3899999999994,288,97
random_policy,56,99.50611114501953,70.24221453287197,35,0,1597.9999999999955,-912.7999999999988,288,98
random_policy,57,171.99334716796875,60.207612456747405,0,0,1536.199999999996,-210.61999999999978,288,99
random_policy,58,104.5249252319336,56.40138408304498,114,0,1519.9999999999945,-2324.000000000002,288,100
random_policy,59,150.5768280029297,66.08996539792388,18,0,1557.1999999999948,-500.7199999999999,288,101
random_policy,60,72.00578308105469,35.294117647058826,150,0,1546.6999999999962,-3238.6700000000064,288,102
random_policy,61,133.25076293945312,87.5432525951557,8,0,1502.899999999995,-183.28999999999968,288,103
random_policy,62,203.86846923828125,23.875432525951556,0,0,1656.399999999996,-537.6399999999993,288,104
random_policy,63,260.1563720703125,5.536332179930795,0,87,1644.8999999999958,-1391.489999999999,288,105
random_policy,64,141.1343536376953,87.88927335640139,6,0,1684.699999999996,-117.47000000000001,288,106
random_policy,65,143.34616088867188,52.24913494809689,5,0,1586.8999999999958,-461.6899999999995,288,107
random_policy,66,199.32955932617188,31.833910034602077,0,0,1352.399999999996,-438.2399999999991,288,108
random_policy,67,196.01773071289062,44.982698961937714,0,0,1505.5999999999951,-339.5600000000002,288,109
random_policy,68,169.6556854248047,54.67128027681661,0,0,1573.4999999999966,-262.34999999999957,288,110
random_policy,69,70.34713745117188,32.17993079584775,168,0,1587.999999999995,-3566.800000000007,288,111
random_policy,70,187.09275817871094,55.017301038062286,0,0,1543.3999999999953,-256.33999999999986,288,112
random_policy,71,268.0578918457031,3.8062283737024223,0,91,1575.2999999999954,-1431.5299999999993,288,113
random_policy,72,206.642822265625,29.06574394463668,0,6,1496.8999999999958,-524.6899999999994,288,114
random_policy,73,151.56796264648438,78.54671280276817,0,0,1614.3999999999955,-80.44,288,115
random_policy,74,122.047607421875,73.01038062283737,24,0,1526.9999999999943,-626.6999999999999,288,116
random_policy,75,220.35586547851562,17.993079584775085,0,0,1525.499999999996,-575.5499999999992,288,117
random_policy,76,114.3215560913086,68.5121107266436,53,0,1600.7999999999954,-1201.08,288,118
random_policy,77,94.16357421875,59.515570934256054,76,0,1558.7999999999959,-1709.8799999999994,288,119
random_policy,78,128.1888885498047,86.50519031141869,10,0,1778.9999999999952,-228.89999999999955,288,120
random_policy,79,124.33393859863281,83.39100346020761,16,0,1653.3999999999953,-360.3399999999996,288,121
random_policy,80,179.83834838867188,56.40138408304498,0,0,1685.9999999999955,-258.5999999999999,288,122
random_policy,81,66.51677703857422,26.29757785467128,196,0,1564.3999999999955,-4086.4400000000087,288,123
random_policy,82,218.0657501220703,25.951557093425606,0,8,1789.9999999999943,-596.999999999999,288,124
random_policy,83,151.63278198242188,94.4636678200692,0,0,1639.7999999999963,76.01999999999992,288,125
random_policy,84,124.95746612548828,78.54671280276817,40,0,1650.399999999995,-804.0399999999995,288,126
random_policy,85,155.89430236816406,75.4325259515571,0,0,1673.299999999996,-101.33000000000034,288,127
random_policy,86,230.7117156982422,28.719723183391004,0,45,1585.099999999996,-848.5099999999996,288,128
random_policy,87,102.2459945678711,54.67128027681661,109,0,1660.1999999999948,-2287.0200000000004,288,129
random_policy,88,136.9327392578125,70.58823529411765,29,0,1602.9999999999948,-676.3000000000001,288,130
random_policy,89,196.0675811767578,35.98615916955017,0,0,1665.9999999999964,-433.59999999999957,288,131
random_policy,90,111.36857604980469,92.04152249134948,1,0,1658.899999999996,-18.889999999999976,288,132
random_policy,91,150.1538848876953,58.477508650519034,11,0,1621.8999999999949,-462.1899999999996,288,133
random_policy,92,91.90912628173828,46.36678200692042,115,0,1777.2999999999959,-2508.7300000000023,288,134
random_policy,93,150.907958984375,72.31833910034602,0,0,1541.9999999999957,-139.19999999999945,288,135
random_policy,94,143.76828002929688,50.51903114186851,49,0,1753.8999999999953,-1213.3899999999994,288,136
random_policy,95,78.54080963134766,42.90657439446367,147,0,1535.899999999996,-3060.5900000000047,288,137
random_policy,96,134.1962890625,61.937716262975776,39,0,1665.1999999999962,-967.5200000000001,288,138
random_policy,97,206.06369018554688,33.56401384083045,0,6,1701.2999999999954,-506.12999999999977,288,139
random_policy,98,160.5489044189453,75.08650519031141,0,0,1692.7999999999954,-97.28000000000004,288,140
random_policy,99,141.98753356933594,63.667820069204154,22,0,1715.4999999999955,-696.5500000000002,288,141
single_threshold,0,204.138671875,30.44982698961938,0,8,38.4,-382.84000000000003,288,42
single_threshold,1,201.4688262939453,16.262975778546714,0,0,33.6,-441.36,288,43
single_threshold,2,209.4861297607422,33.21799307958477,0,25,33.6,-494.36,288,44
single_threshold,3,101.42931365966797,62.28373702422145,60,0,0.0,-1263.0,288,45
single_threshold,4,168.64535522460938,23.18339100346021,41,0,33.6,-1149.3600000000001,288,46
single_threshold,5,259.5409240722656,11.418685121107266,0,93,47.99999999999999,-1228.8000000000002,288,47
single_threshold,6,212.37643432617188,21.10726643598616,0,2,43.199999999999996,-416.32000000000005,288,48
single_threshold,7,165.7290496826172,57.09342560553633,0,0,14.399999999999999,-112.44,288,49
single_threshold,8,99.35193634033203,53.63321799307958,61,0,4.8,-1377.48,288,50
single_threshold,9,196.18508911132812,39.792387543252595,0,0,28.8,-236.88,288,51
single_threshold,10,249.14707946777344,27.335640138408305,0,99,38.4,-1137.8400000000001,288,52
single_threshold,11,118.20577239990234,71.97231833910034,30,0,4.8,-612.48,288,53
single_threshold,12,185.75466918945312,44.982698961937714,0,0,24.0,-191.4,288,54
single_threshold,13,123.0676498413086,92.73356401384083,0,0,0.0,195.0,288,55
single_threshold,14,206.1514892578125,31.833910034602077,0,0,38.4,-306.84000000000003,288,56
single_threshold,15,128.3492431640625,95.50173010380622,0,0,0.0,240.0,288,57
single_threshold,16,182.07705688476562,58.477508650519034,0,32,24.0,-333.40000000000003,288,58
single_threshold,17,116.73664855957031,75.4325259515571,32,0,4.8,-567.48,288,59
single_threshold,18,109.11756896972656,71.62629757785467,55,0,0.0,-1029.0,288,60
single_threshold,19,131.0247039794922,45.32871972318339,68,4,14.399999999999999,-1488.44,288,61
single_threshold,20,142.3814697265625,64.70588235294117,34,0,9.6,-669.96,288,62
single_threshold,21,227.98313903808594,34.602076124567475,0,71,38.4,-850.8400000000001,288,63
single_threshold,22,164.39132690429688,74.39446366782006,0,0,14.399999999999999,64.56,288,64
single_threshold,23,114.07134246826172,32.17993079584775,101,0,9.6,-2190.96,288,65
single_threshold,24,120.1230239868164,97.2318339100346,1,0,0.0,225.0,288,66
single_threshold,25,120.45247650146484,92.38754325259515,1,0,4.8,176.52,288,67
single_threshold,26,166.55638122558594,55.36332179930796,0,0,19.2,-100.91999999999999,288,68
single_threshold,27,99.91271209716797,56.055363321799305,123,0,0.0,-2319.0,288,69
single_threshold,28,147.9594268798828,84.08304498269896,0,0,9.6,149.04000000000002,288,70
single_threshold,29,186.20375061035156,52.94117647058823,0,13,28.8,-241.88,288,71
single_threshold,30,207.78030395507812,20.41522491349481,0,0,43.199999999999996,-406.32000000000005,288,72
single_threshold,31,164.87643432617188,66.43598615916954,0,0,14.399999999999999,-4.439999999999994,288,73
single_threshold,32,282.64404296875,4.844290657439446,0,150,52.79999999999999,-1742.2800000000002,288,74
single_threshold,33,173.1215362548828,61.24567474048443,0,0,19.2,-49.91999999999999,288,75
single_threshold,34,118.91893005371094,83.39100346020761,5,0,0.0,-27.0,288,76
single_threshold,35,62.24530792236328,15.916955017301039,213,0,0.0,-4365.0,288,77
single_threshold,36,136.3167724609375,75.77854671280276,7,0,9.6,-78.96000000000001,288,78
single_threshold,37,206.1443328857422,22.491349480968857,0,10,38.4,-467.84000000000003,288,79
single_threshold,38,193.87936401367188,34.94809688581315,0,0,33.6,-279.36,288,80
single_threshold,39,214.5980682373047,19.377162629757784,0,0,43.199999999999996,-415.32000000000005,288,81
single_threshold,40,106.41127014160156,61.5916955017301,49,0,4.8,-1044.48,288,82
single_threshold,41,187.1678009033203,46.71280276816609,0,0,24.0,-176.4,288,83
single_threshold,42,113.18248748779297,93.0795847750865,4,0,0.0,108.0,288,84
single_threshold,43,116.30817413330078,82.00692041522491,29,0,0.0,-456.0,288,85
single_threshold,44,117.5370864868164,83.73702422145328,24,0,0.0,-354.0,288,86
single_threshold,45,137.8018798828125,84.08304498269896,0,0,9.6,122.04000000000002,288,87
single_threshold,46,263.8684997558594,0.3460207612456747,0,71,57.59999999999999,-1149.7600000000002,288,88
single_threshold,47,118.7409439086914,94.4636678200692,0,0,0.0,204.0,288,89
single_threshold,48,173.9614715576172,53.63321799307958,0,0,24.0,-116.40000000000003,288,90
single_threshold,49,128.43365478515625,79.23875432525952,31,0,0.0,-513.0,288,91
single_threshold,50,201.0779571533203,37.37024221453287,0,5,33.6,-298.36,288,92
single_threshold,51,133.28758239746094,87.19723183391004,2,0,4.8,119.52000000000001,288,93
single_threshold,52,180.5360107421875,51.21107266435986,0,0,19.2,-136.92000000000002,288,94
single_threshold,53,231.45571899414062,17.647058823529413,0,1,47.99999999999999,-438.80000000000007,288,95
single_threshold,54,134.9153289794922,89.27335640138408,0,0,0.0,180.0,288,96
single_threshold,55,188.3463592529297,43.944636678200695,0,0,33.6,-207.35999999999996,288,97
single_threshold,56,140.70834350585938,75.4325259515571,4,0,4.8,-39.480000000000004,288,98
single_threshold,57,191.24246215820312,42.90657439446367,0,0,28.8,-209.88,288,99
single_threshold,58,121.53312683105469,68.85813148788927,72,0,0.0,-1290.0,288,100
single_threshold,59,170.8266143798828,50.51903114186851,12,0,24.0,-365.4,288,101
single_threshold,60,76.23129272460938,38.062283737024224,139,0,0.0,-2871.0,288,102
single_threshold,61,169.02378845214844,65.39792387543253,0,0,19.2,-13.919999999999991,288,103
single_threshold,62,211.9822998046875,15.570934256055363,0,1,43.199999999999996,-456.32000000000005,288,104
single_threshold,63,281.1507568359375,3.8062283737024223,0,125,52.79999999999999,-1551.2800000000002,288,105
single_threshold,64,174.4349822998047,58.477508650519034,0,0,24.0,-74.39999999999999,288,106
single_threshold,65,172.8216094970703,56.055363321799305,0,0,24.0,-107.39999999999999,288,107
single_threshold,66,208.9748992919922,23.529411764705884,0,1,38.4,-386.84000000000003,288,108
single_threshold,67,227.5884552001953,28.719723183391004,0,72,33.6,-909.36,288,109
single_threshold,68,190.3004913330078,38.062283737024224,0,0,33.6,-252.36,288,110
single_threshold,69,81.90339660644531,42.56055363321799,119,0,0.0,-2493.0,288,111
single_threshold,70,215.4949951171875,30.79584775086505,0,27,38.4,-531.84,288,112
single_threshold,71,291.0320739746094,3.114186851211073,0,178,57.59999999999999,-1981.7600000000002,288,113
single_threshold,72,225.54437255859375,26.643598615916954,0,29,38.4,-583.84,288,114
single_threshold,73,173.90599060058594,47.75086505190311,0,0,28.8,-167.88000000000002,288,115
single_threshold,74,150.3430938720703,84.42906574394463,0,0,9.6,152.04,288,116
single_threshold,75,250.11410522460938,9.688581314878892,0,63,52.79999999999999,-1004.2800000000001,288,117
single_threshold,76,146.41006469726562,70.93425605536332,0,0,9.6,11.039999999999992,288,118
single_threshold,77,119.5112075805664,80.27681660899654,12,0,0.0,-219.0,288,119
single_threshold,78,181.09805297851562,55.36332179930796,0,0,24.0,-101.40000000000002,288,120
single_threshold,79,160.0436248779297,77.50865051903114,0,0,9.6,92.03999999999999,288,121
single_threshold,80,199.17857360839844,31.4878892733564,0,0,28.8,-308.88,288,122
single_threshold,81,74.9617919921875,33.21799307958477,160,0,0.0,-3270.0,288,123
single_threshold,82,233.3679656982422,21.10726643598616,0,24,43.199999999999996,-592.32,288,124
single_threshold,83,180.04525756835938,38.4083044982699,0,0,24.0,-248.39999999999998,288,125
single_threshold,84,135.7948760986328,67.82006920415225,36,0,9.6,-660.96,288,126
single_threshold,85,179.9604034423828,47.75086505190311,0,0,19.2,-166.92000000000002,288,127
single_threshold,86,261.996826171875,15.916955017301039,0,137,43.199999999999996,-1541.3200000000002,288,128
single_threshold,87,123.4808349609375,70.93425605536332,29,0,4.8,-585.48,288,129
single_threshold,88,165.65576171875,68.16608996539793,0,0,14.399999999999999,10.559999999999988,288,130
single_threshold,89,227.9601593017578,16.608996539792386,0,16,47.99999999999999,-567.8000000000001,288,131
single_threshold,90,154.36370849609375,82.69896193771626,0,0,9.6,137.04000000000002,288,132
single_threshold,91,185.70147705078125,35.294117647058826,0,0,33.6,-276.36,288,133
single_threshold,92,109.95014953613281,65.7439446366782,28,0,0.0,-675.0,288,134
single_threshold,93,178.05714416503906,46.02076124567474,0,0,24.0,-182.4,288,135
single_threshold,94,177.99354553222656,42.21453287197232,0,2,28.8,-270.88,288,136
single_threshold,95,94.97911834716797,49.48096885813149,123,0,0.0,-2430.0,288,137
single_threshold,96,171.27261352539062,52.24913494809689,3,0,24.0,-200.4,288,138
single_threshold,97,234.81007385253906,17.647058823529413,0,71,43.199999999999996,-998.32,288,139
single_threshold,98,199.50277709960938,31.141868512110726,0,0,38.4,-312.84000000000003,288,140
single_threshold,99,161.3114471435547,60.89965397923876,0,0,14.399999999999999,-67.44,288,141
two_threshold,0,204.138671875,30.44982698961938,0,8,41.199999999999996,-383.12,288,42
two_threshold,1,201.4688262939453,16.262975778546714,0,0,33.6,-441.36,288,43
two_threshold,2,209.4861297607422,33.21799307958477,0,25,39.2,-494.91999999999996,288,44
two_threshold,3,101.42931365966797,62.28373702422145,60,0,0.0,-1263.0,288,45
two_threshold,4,168.64535522460938,23.18339100346021,41,0,33.6,-1149.3600000000001,288,46
two_threshold,5,257.1817626953125,11.418685121107266,0,86,56.4,-1173.64,288,47
two_threshold,6,212.37643432617188,21.10726643598616,0,2,43.199999999999996,-416.32000000000005,288,48
two_threshold,7,165.7290496826172,57.09342560553633,0,0,14.399999999999999,-112.44,288,49
two_threshold,8,99.35193634033203,53.63321799307958,61,0,4.8,-1377.48,288,50
two_threshold,9,196.18508911132812,39.792387543252595,0,0,28.8,-236.88,288,51
two_threshold,10,249.01351928710938,27.335640138408305,0,99,49.6,-1138.96,288,52
two_threshold,11,118.20577239990234,71.97231833910034,30,0,4.8,-612.48,288,53
